,Type,Days for shipment (scheduled),Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount Rate,Order Item Quantity,Sales,Order Region,Order State,Product Name,Shipping Mode,Year,Month
13866,DEBIT,4,Golf Balls,Los Angeles,EE. UU.,Corporate,CA,Outdoors,LATAM,Apopa,El Salvador,0.180000007,5,99.94999695,Central America,San Salvador,Glove It Women's Imperial Golf Glove,Standard Class,2015,3
13867,TRANSFER,4,Water Sports,El Monte,EE. UU.,Consumer,CA,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.100000001,1,199.9900055,Caribbean,Santo Domingo,Pelican Sunstream 100 Kayak,Standard Class,2015,3
13868,TRANSFER,4,Indoor/Outdoor Games,El Monte,EE. UU.,Consumer,CA,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.180000007,1,49.97999954,Caribbean,Santo Domingo,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
13869,DEBIT,4,Men's Footwear,Rio Rancho,EE. UU.,Home Office,NM,Apparel,LATAM,Santo Domingo,República Dominicana,0.25,1,129.9900055,Caribbean,Santo Domingo,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13870,DEBIT,4,Cleats,Rio Rancho,EE. UU.,Home Office,NM,Apparel,LATAM,Santo Domingo,República Dominicana,0.180000007,5,299.9500122,Caribbean,Santo Domingo,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13871,DEBIT,4,Women's Apparel,Rio Rancho,EE. UU.,Home Office,NM,Golf,LATAM,Santo Domingo,República Dominicana,0.059999999,2,100.0,Caribbean,Santo Domingo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13872,DEBIT,4,Hockey,Rio Rancho,EE. UU.,Home Office,NM,Fitness,LATAM,Santo Domingo,República Dominicana,0.090000004,3,66.0,Caribbean,Santo Domingo,Nike Dri-FIT Crew Sock 6 Pack,Standard Class,2015,3
13873,DEBIT,4,Indoor/Outdoor Games,Louisville,EE. UU.,Consumer,KY,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.02,2,99.95999908,Caribbean,Santo Domingo,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
13874,DEBIT,4,Golf Balls,Louisville,EE. UU.,Consumer,KY,Outdoors,LATAM,Santo Domingo,República Dominicana,0.01,4,79.95999908,Caribbean,Santo Domingo,Glove It Women's Imperial Golf Glove,Standard Class,2015,3
13878,TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Miramar,México,0.090000004,1,59.99000168,Central America,Tamaulipas,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13877,TRANSFER,4,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Miramar,México,0.029999999,1,299.980011,Central America,Tamaulipas,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3
13876,TRANSFER,4,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Miramar,México,0.090000004,1,199.9900055,Central America,Tamaulipas,Pelican Sunstream 100 Kayak,Standard Class,2015,3
13875,TRANSFER,4,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Miramar,México,0.200000003,1,129.9900055,Central America,Tamaulipas,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13879,DEBIT,4,Water Sports,Detroit,EE. UU.,Consumer,MI,Fan Shop,LATAM,Miramar,México,0.07,1,199.9900055,Central America,Tamaulipas,Pelican Sunstream 100 Kayak,Standard Class,2015,3
13880,DEBIT,4,Fishing,Detroit,EE. UU.,Consumer,MI,Fan Shop,LATAM,Miramar,México,0.180000007,1,399.980011,Central America,Tamaulipas,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,3
13881,DEBIT,4,Women's Apparel,Detroit,EE. UU.,Consumer,MI,Golf,LATAM,Miramar,México,0.029999999,5,250.0,Central America,Tamaulipas,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13882,DEBIT,4,Men's Footwear,Detroit,EE. UU.,Consumer,MI,Apparel,LATAM,Miramar,México,0.180000007,1,129.9900055,Central America,Tamaulipas,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13883,DEBIT,4,Men's Footwear,Detroit,EE. UU.,Consumer,MI,Apparel,LATAM,Miramar,México,0.170000002,1,129.9900055,Central America,Tamaulipas,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13884,DEBIT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Miramar,México,0.01,2,99.95999908,Central America,Tamaulipas,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
13885,DEBIT,4,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Miramar,México,0.0,2,79.98000336,Central America,Tamaulipas,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,3
13886,DEBIT,4,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Miramar,México,0.07,3,119.9700012,Central America,Tamaulipas,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,3
13887,DEBIT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Miramar,México,0.050000001,3,149.9400024,Central America,Tamaulipas,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
13888,DEBIT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Miramar,México,0.0,2,99.95999908,Central America,Tamaulipas,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
13889,DEBIT,0,Women's Apparel,Opa Locka,EE. UU.,Consumer,FL,Golf,LATAM,Reynosa,México,0.129999995,1,50.0,Central America,Tamaulipas,Nike Men's Dri-FIT Victory Golf Polo,Same Day,2015,3
13894,DEBIT,1,Golf Gloves,Caguas,Puerto Rico,Consumer,PR,Outdoors,LATAM,Gómez Palacio,México,0.059999999,3,119.9700012,Central America,Durango,Clicgear Rovic Cooler Bag,First Class,2015,3
13893,DEBIT,1,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Gómez Palacio,México,0.029999999,3,179.9700012,Central America,Durango,Perfect Fitness Perfect Rip Deck,First Class,2015,3
13890,DEBIT,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Gómez Palacio,México,0.119999997,1,50.0,Central America,Durango,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,3
13891,DEBIT,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Gómez Palacio,México,0.059999999,4,199.9199982,Central America,Durango,O'Brien Men's Neoprene Life Vest,First Class,2015,3
13892,DEBIT,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Gómez Palacio,México,0.02,5,250.0,Central America,Durango,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,3
13895,DEBIT,1,Fishing,Baltimore,EE. UU.,Consumer,MD,Fan Shop,LATAM,Gómez Palacio,México,0.170000002,1,399.980011,Central America,Durango,Field & Stream Sportsman 16 Gun Fire Safe,First Class,2015,3
13896,DEBIT,1,Women's Apparel,Baltimore,EE. UU.,Consumer,MD,Golf,LATAM,Gómez Palacio,México,0.129999995,4,200.0,Central America,Durango,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,3
13897,DEBIT,1,Hockey,Baltimore,EE. UU.,Consumer,MD,Fitness,LATAM,Gómez Palacio,México,0.029999999,1,25.0,Central America,Durango,Nike Women's Legend V-Neck T-Shirt,First Class,2015,3
13898,CASH,1,Camping & Hiking,Opelousas,EE. UU.,Consumer,LA,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.02,1,299.980011,Caribbean,Santo Domingo,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,3
13899,PAYMENT,4,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.059999999,1,199.9900055,Caribbean,Santo Domingo,Pelican Sunstream 100 Kayak,Standard Class,2015,3
13900,PAYMENT,4,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Santo Domingo,República Dominicana,0.159999996,1,129.9900055,Caribbean,Santo Domingo,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13901,PAYMENT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Santo Domingo,República Dominicana,0.01,5,250.0,Caribbean,Santo Domingo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13902,PAYMENT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Santo Domingo,República Dominicana,0.050000001,2,100.0,Caribbean,Santo Domingo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13903,TRANSFER,4,Fishing,Fairfield,EE. UU.,Corporate,CA,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.159999996,1,399.980011,Caribbean,Santo Domingo,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,3
13904,DEBIT,4,Fishing,Jersey City,EE. UU.,Consumer,NJ,Fan Shop,LATAM,Carrefour,Haití,0.150000006,1,399.980011,Caribbean,Ouest,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,3
13906,DEBIT,4,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Carrefour,Haití,0.01,1,299.980011,Caribbean,Ouest,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3
13905,DEBIT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Carrefour,Haití,0.100000001,1,50.0,Caribbean,Ouest,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13907,CASH,4,Men's Footwear,Costa Mesa,EE. UU.,Consumer,CA,Apparel,LATAM,Santa Catarina,México,0.150000006,1,129.9900055,Central America,Nuevo León,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13908,CASH,4,Cleats,Costa Mesa,EE. UU.,Consumer,CA,Apparel,LATAM,Santa Catarina,México,0.039999999,2,119.9800034,Central America,Nuevo León,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13909,CASH,4,Shop By Sport,Costa Mesa,EE. UU.,Consumer,CA,Golf,LATAM,Santa Catarina,México,0.159999996,1,39.99000168,Central America,Nuevo León,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,3
13910,CASH,4,Indoor/Outdoor Games,Costa Mesa,EE. UU.,Consumer,CA,Fan Shop,LATAM,Santa Catarina,México,0.25,2,99.95999908,Central America,Nuevo León,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
13911,CASH,4,Indoor/Outdoor Games,Costa Mesa,EE. UU.,Consumer,CA,Fan Shop,LATAM,Santa Catarina,México,0.039999999,3,149.9400024,Central America,Nuevo León,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
13912,TRANSFER,4,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Santa Catarina,México,0.170000002,5,299.9500122,Central America,Nuevo León,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13913,TRANSFER,4,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Santa Catarina,México,0.0,1,299.980011,Central America,Nuevo León,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3
13914,PAYMENT,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Águas Lindas de Goiás,Brasil,0.029999999,2,119.9800034,South America,Goiás,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13915,PAYMENT,4,Golf Gloves,Caguas,Puerto Rico,Consumer,PR,Outdoors,LATAM,Águas Lindas de Goiás,Brasil,0.150000006,1,39.99000168,South America,Goiás,Clicgear Rovic Cooler Bag,Standard Class,2015,3
13916,PAYMENT,4,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Águas Lindas de Goiás,Brasil,0.050000001,1,199.9900055,South America,Goiás,Pelican Sunstream 100 Kayak,Standard Class,2015,3
13917,PAYMENT,4,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Águas Lindas de Goiás,Brasil,0.129999995,1,129.9900055,South America,Goiás,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13922,DEBIT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Tegucigalpa,Honduras,0.029999999,2,100.0,Central America,Francisco Morazán,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13921,DEBIT,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Tegucigalpa,Honduras,0.02,3,179.9700012,Central America,Francisco Morazán,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13918,DEBIT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Tegucigalpa,Honduras,0.170000002,1,49.97999954,Central America,Francisco Morazán,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
13919,DEBIT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Tegucigalpa,Honduras,0.029999999,3,149.9400024,Central America,Francisco Morazán,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
13920,DEBIT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Tegucigalpa,Honduras,0.039999999,2,100.0,Central America,Francisco Morazán,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13923,PAYMENT,4,Women's Apparel,Dallas,EE. UU.,Consumer,TX,Golf,LATAM,Tegucigalpa,Honduras,0.02,2,100.0,Central America,Francisco Morazán,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,3
13924,PAYMENT,4,Cardio Equipment,Dallas,EE. UU.,Consumer,TX,Footwear,LATAM,Tegucigalpa,Honduras,0.039999999,1,99.98999786,Central America,Francisco Morazán,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,3
13925,CASH,4,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Tegucigalpa,Honduras,0.25,1,299.980011,Central America,Francisco Morazán,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3
13926,CASH,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Tegucigalpa,Honduras,0.02,2,119.9800034,Central America,Francisco Morazán,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13927,DEBIT,4,Electronics,Chicago,EE. UU.,Consumer,IL,Footwear,LATAM,Tegucigalpa,Honduras,0.01,3,83.97000122,Central America,Francisco Morazán,Under Armour Kids' Mercenary Slide,Standard Class,2015,3
13928,DEBIT,4,Camping & Hiking,Chicago,EE. UU.,Consumer,IL,Fan Shop,LATAM,Tegucigalpa,Honduras,0.200000003,1,299.980011,Central America,Francisco Morazán,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,3
13929,PAYMENT,0,Shop By Sport,Washington,EE. UU.,Corporate,DC,Golf,LATAM,Tegucigalpa,Honduras,0.100000001,5,199.9499969,Central America,Francisco Morazán,Under Armour Girls' Toddler Spine Surge Runni,Same Day,2015,3
13930,TRANSFER,0,Indoor/Outdoor Games,El Monte,EE. UU.,Consumer,CA,Fan Shop,LATAM,Buenos Aires,Argentina,0.050000001,4,199.9199982,South America,Buenos Aires,O'Brien Men's Neoprene Life Vest,Same Day,2015,3
13931,TRANSFER,0,Cleats,El Monte,EE. UU.,Consumer,CA,Apparel,LATAM,Buenos Aires,Argentina,0.07,1,59.99000168,South America,Buenos Aires,Perfect Fitness Perfect Rip Deck,Same Day,2015,3
13932,TRANSFER,0,Water Sports,El Monte,EE. UU.,Consumer,CA,Fan Shop,LATAM,Buenos Aires,Argentina,0.039999999,1,199.9900055,South America,Buenos Aires,Pelican Sunstream 100 Kayak,Same Day,2015,3
13933,TRANSFER,0,Fishing,El Monte,EE. UU.,Consumer,CA,Fan Shop,LATAM,Buenos Aires,Argentina,0.129999995,1,399.980011,South America,Buenos Aires,Field & Stream Sportsman 16 Gun Fire Safe,Same Day,2015,3
13934,TRANSFER,0,Men's Footwear,El Monte,EE. UU.,Consumer,CA,Apparel,LATAM,Buenos Aires,Argentina,0.119999997,1,129.9900055,South America,Buenos Aires,Nike Men's CJ Elite 2 TD Football Cleat,Same Day,2015,3
13937,PAYMENT,2,Trade-In,Caguas,Puerto Rico,Consumer,PR,Outdoors,LATAM,Buenos Aires,Argentina,0.119999997,2,43.97999954,South America,Buenos Aires,Glove It Women's Mod Oval 3-Zip Carry All Gol,Second Class,2015,3
13935,PAYMENT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Buenos Aires,Argentina,0.100000001,1,129.9900055,South America,Buenos Aires,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,3
13936,PAYMENT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Buenos Aires,Argentina,0.090000004,1,129.9900055,South America,Buenos Aires,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,3
13938,CASH,2,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,LATAM,Palma Soriano,Cuba,0.01,2,100.0,Caribbean,Santiago de Cuba,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,3
13939,CASH,2,Cardio Equipment,Caguas,Puerto Rico,Home Office,PR,Footwear,LATAM,Palma Soriano,Cuba,0.01,5,499.9500122,Caribbean,Santiago de Cuba,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,3
13940,CASH,2,Indoor/Outdoor Games,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Palma Soriano,Cuba,0.02,5,249.8999939,Caribbean,Santiago de Cuba,O'Brien Men's Neoprene Life Vest,Second Class,2015,3
13941,CASH,2,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Palma Soriano,Cuba,0.059999999,1,59.99000168,Caribbean,Santiago de Cuba,Perfect Fitness Perfect Rip Deck,Second Class,2015,3
13942,DEBIT,1,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Palma Soriano,Cuba,0.01,3,179.9700012,Caribbean,Santiago de Cuba,Perfect Fitness Perfect Rip Deck,First Class,2015,3
13943,DEBIT,1,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Palma Soriano,Cuba,0.07,1,129.9900055,Caribbean,Santiago de Cuba,Nike Men's CJ Elite 2 TD Football Cleat,First Class,2015,3
13944,CASH,1,Water Sports,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Palma Soriano,Cuba,0.029999999,1,199.9900055,Caribbean,Santiago de Cuba,Pelican Sunstream 100 Kayak,First Class,2015,3
13945,CASH,1,Cardio Equipment,Caguas,Puerto Rico,Home Office,PR,Footwear,LATAM,Palma Soriano,Cuba,0.059999999,4,399.9599915,Caribbean,Santiago de Cuba,Nike Men's Free 5.0+ Running Shoe,First Class,2015,3
13946,TRANSFER,1,Women's Apparel,La Crosse,EE. UU.,Corporate,WI,Golf,LATAM,Palma Soriano,Cuba,0.119999997,4,200.0,Caribbean,Santiago de Cuba,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,3
13951,DEBIT,1,Cleats,Hickory,EE. UU.,Corporate,NC,Apparel,LATAM,Panama City,Panamá,0.039999999,1,59.99000168,Central America,Panamá,Perfect Fitness Perfect Rip Deck,First Class,2015,3
13950,DEBIT,1,Women's Apparel,Hickory,EE. UU.,Corporate,NC,Golf,LATAM,Panama City,Panamá,0.150000006,3,150.0,Central America,Panamá,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,3
13949,DEBIT,1,Cleats,Hickory,EE. UU.,Corporate,NC,Apparel,LATAM,Panama City,Panamá,0.050000001,1,59.99000168,Central America,Panamá,Perfect Fitness Perfect Rip Deck,First Class,2015,3
13947,DEBIT,1,Camping & Hiking,Hickory,EE. UU.,Corporate,NC,Fan Shop,LATAM,Panama City,Panamá,0.180000007,1,299.980011,Central America,Panamá,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,3
13948,DEBIT,1,Camping & Hiking,Hickory,EE. UU.,Corporate,NC,Fan Shop,LATAM,Panama City,Panamá,0.170000002,1,299.980011,Central America,Panamá,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,3
13952,DEBIT,4,Water Sports,Los Angeles,EE. UU.,Consumer,CA,Fan Shop,LATAM,Acayucan,México,0.02,1,199.9900055,Central America,Veracruz,Pelican Sunstream 100 Kayak,Standard Class,2015,3
13953,PAYMENT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Acayucan,México,0.01,5,249.8999939,Central America,Veracruz,O'Brien Men's Neoprene Life Vest,Standard Class,2015,3
13954,DEBIT,4,Cleats,New York,EE. UU.,Home Office,NY,Apparel,LATAM,Acayucan,México,0.029999999,1,59.99000168,Central America,Veracruz,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13955,DEBIT,4,Men's Footwear,New York,EE. UU.,Home Office,NY,Apparel,LATAM,Acayucan,México,0.059999999,1,129.9900055,Central America,Veracruz,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13956,DEBIT,4,Golf Balls,New York,EE. UU.,Home Office,NY,Outdoors,LATAM,Acayucan,México,0.25,5,89.94999695,Central America,Veracruz,Hirzl Women's Soffft Flex Golf Glove,Standard Class,2015,3
13957,DEBIT,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Acayucan,México,0.159999996,5,299.9500122,Central America,Veracruz,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13958,DEBIT,4,Golf Gloves,Caguas,Puerto Rico,Consumer,PR,Outdoors,LATAM,Acayucan,México,0.200000003,1,9.989999771,Central America,Veracruz,Clicgear 8.0 Shoe Brush,Standard Class,2015,3
13959,CASH,1,Girls' Apparel,Piscataway,EE. UU.,Corporate,NJ,Golf,LATAM,Neuquén,Argentina,0.25,3,210.0,South America,Neuquén,adidas Youth Germany Black/Red Away Match Soc,First Class,2015,3
13960,DEBIT,1,Fitness Accessories,Wichita,EE. UU.,Consumer,KS,Footwear,LATAM,São Paulo,Brasil,0.200000003,3,104.9700012,South America,São Paulo,Under Armour Hustle Storm Medium Duffle Bag,First Class,2015,3
13961,DEBIT,1,Men's Footwear,Wichita,EE. UU.,Consumer,KS,Apparel,LATAM,São Paulo,Brasil,0.050000001,1,129.9900055,South America,São Paulo,Nike Men's CJ Elite 2 TD Football Cleat,First Class,2015,3
13965,DEBIT,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,São Paulo,Brasil,0.02,3,149.9400024,South America,São Paulo,O'Brien Men's Neoprene Life Vest,First Class,2015,3
13964,DEBIT,1,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,São Paulo,Brasil,0.119999997,1,399.980011,South America,São Paulo,Field & Stream Sportsman 16 Gun Fire Safe,First Class,2015,3
13963,DEBIT,1,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,São Paulo,Brasil,0.159999996,1,299.980011,South America,São Paulo,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,3
13962,DEBIT,1,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,São Paulo,Brasil,0.01,2,119.9800034,South America,São Paulo,Perfect Fitness Perfect Rip Deck,First Class,2015,3
13966,TRANSFER,1,Water Sports,Aurora,EE. UU.,Corporate,CO,Fan Shop,LATAM,Managua,Nicaragua,0.01,1,199.9900055,Central America,Managua,Pelican Sunstream 100 Kayak,First Class,2015,3
13967,TRANSFER,1,Camping & Hiking,Aurora,EE. UU.,Corporate,CO,Fan Shop,LATAM,Managua,Nicaragua,0.150000006,1,299.980011,Central America,Managua,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,3
13968,TRANSFER,1,Water Sports,Aurora,EE. UU.,Corporate,CO,Fan Shop,LATAM,Managua,Nicaragua,0.0,1,199.9900055,Central America,Managua,Pelican Sunstream 100 Kayak,First Class,2015,3
13969,TRANSFER,1,Accessories,Aurora,EE. UU.,Corporate,CO,Outdoors,LATAM,Managua,Nicaragua,0.200000003,4,99.95999908,Central America,Managua,Team Golf Texas Longhorns Putter Grip,First Class,2015,3
13970,TRANSFER,1,Camping & Hiking,Aurora,EE. UU.,Corporate,CO,Fan Shop,LATAM,Managua,Nicaragua,0.129999995,1,299.980011,Central America,Managua,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,3
13971,DEBIT,4,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Celaya,México,0.039999999,1,129.9900055,Central America,Guanajuato,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,3
13972,DEBIT,4,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Celaya,México,0.0,5,499.9500122,Central America,Guanajuato,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,3
13973,DEBIT,4,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Celaya,México,0.180000007,2,199.9799957,Central America,Guanajuato,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,3
13974,DEBIT,4,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Celaya,México,0.150000006,5,299.9500122,Central America,Guanajuato,Perfect Fitness Perfect Rip Deck,Standard Class,2015,3
13975,TRANSFER,2,Indoor/Outdoor Games,Littleton,EE. UU.,Corporate,CO,Fan Shop,LATAM,Manaus,Brasil,0.180000007,2,99.95999908,South America,Amazonas,O'Brien Men's Neoprene Life Vest,Second Class,2015,3
13976,TRANSFER,2,Water Sports,Littleton,EE. UU.,Corporate,CO,Fan Shop,LATAM,Manaus,Brasil,0.25,1,199.9900055,South America,Amazonas,Pelican Sunstream 100 Kayak,Second Class,2015,3
13981,DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Manaus,Brasil,0.029999999,1,129.9900055,South America,Amazonas,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,3
13980,DEBIT,2,Indoor/Outdoor Games,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Manaus,Brasil,0.159999996,1,49.97999954,South America,Amazonas,O'Brien Men's Neoprene Life Vest,Second Class,2015,3
13978,DEBIT,2,Golf Gloves,Caguas,Puerto Rico,Home Office,PR,Outdoors,LATAM,Manaus,Brasil,0.090000004,5,199.9499969,South America,Amazonas,Clicgear Rovic Cooler Bag,Second Class,2015,3
13977,DEBIT,2,Fishing,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Manaus,Brasil,0.100000001,1,399.980011,South America,Amazonas,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,3
13979,DEBIT,2,Women's Apparel,Caguas,Puerto Rico,Home Office,PR,Golf,LATAM,Manaus,Brasil,0.090000004,1,50.0,South America,Amazonas,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,3
13982,DEBIT,4,Water Sports,Jackson Heights,EE. UU.,Corporate,NY,Fan Shop,LATAM,Manaus,Brasil,0.200000003,1,199.9900055,South America,Amazonas,Pelican Sunstream 100 Kayak,Standard Class,2015,3
13983,DEBIT,4,Shop By Sport,Jackson Heights,EE. UU.,Corporate,NY,Golf,LATAM,Manaus,Brasil,0.07,5,199.9499969,South America,Amazonas,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,3
